Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
1905-04-12;US-2018-101539;2018-03-16;2018-03-18;Second Class;VM-21685;Valerie Mitchum;Home Office;United States;Seattle;Washington;2168-08-06;West;OFF-PA-10001972;Office Supplies;Paper;Xerox 214;1900-01-06;1900-01-01;1900-01-00;1900-01-03
1905-04-13;US-2018-101539;2018-03-16;2018-03-18;Second Class;VM-21685;Valerie Mitchum;Home Office;United States;Seattle;Washington;2168-08-06;West;OFF-ST-10004180;Office Supplies;Storage;Safco Commercial Shelving;1900-02-15;1900-01-01;1900-01-00;1900-01-01
1905-04-14;US-2018-101539;2018-03-16;2018-03-18;Second Class;VM-21685;Valerie Mitchum;Home Office;United States;Seattle;Washington;2168-08-06;West;TEC-PH-10004165;Technology;Phones;Mitel MiVoice 5330e IP Phone;1901-10-20;1900-01-03;1900-01-00;1900-02-18
1905-04-15;CA-2017-152121;2017-11-27;2017-11-29;Second Class;CC-12670;Craig Carreira;Consumer;United States;Scottsdale;Arizona;2133-05-31;West;TEC-PH-10002483;Technology;Phones;Motorola Moto X;1900-09-27;1900-01-01;1900-01-00;1900-01-23
1905-04-16;CA-2018-161200;2018-08-06;2018-08-10;Second Class;SV-20365;Seth Vernon;Consumer;United States;Lafayette;Louisiana;2093-01-12;South;FUR-BO-10000468;Furniture;Bookcases;O'Sullivan 2-Shelf Heavy-Duty Bookcases;1900-05-24;1900-01-03;1900-01-00;1900-01-23
1905-04-17;CA-2018-161200;2018-08-06;2018-08-10;Second Class;SV-20365;Seth Vernon;Consumer;United States;Lafayette;Louisiana;2093-01-12;South;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;1900-01-15;1900-01-05;1900-01-00;1900-01-07
1905-04-18;CA-2018-101245;2018-11-27;2018-12-03;Standard Class;LW-16990;Lindsay Williams;Corporate;United States;San Francisco;California;2157-08-28;West;OFF-PA-10003129;Office Supplies;Paper;Tops White Computer Printout Paper;1900-08-31;1900-01-05;1900-01-00;1900-04-23
1905-04-19;CA-2018-101245;2018-11-27;2018-12-03;Standard Class;LW-16990;Lindsay Williams;Corporate;United States;San Francisco;California;2157-08-28;West;TEC-AC-10001284;Technology;Accessories;Enermax Briskie RF Wireless Keyboard and Mouse Combo;1900-06-14;1900-01-08;1900-01-00;1900-02-28
1905-04-20;CA-2016-141768;2016-05-25;2016-05-27;Second Class;NP-18685;Nora Pelletier;Home Office;United States;San Francisco;California;2157-08-28;West;FUR-FU-10002268;Furniture;Furnishings;Ultra Door Push Plate;1900-01-14;1900-01-03;1900-01-00;1900-01-04
1905-04-21;CA-2017-112109;2017-07-08;2017-07-12;Standard Class;JE-15715;Joe Elijah;Consumer;United States;Broomfield;Colorado;2119-01-31;West;OFF-BI-10002082;Office Supplies;Binders;GBC Twin Loop Wire Binding Elements;1900-01-19;1900-01-02;1900-01-00;###############################################################################################################################################################################################################################################################
1905-04-22;CA-2017-112109;2017-07-08;2017-07-12;Standard Class;JE-15715;Joe Elijah;Consumer;United States;Broomfield;Colorado;2119-01-31;West;OFF-ST-10001505;Office Supplies;Storage;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";1900-02-02;1900-01-07;1900-01-00;###############################################################################################################################################################################################################################################################
1905-04-23;CA-2017-112109;2017-07-08;2017-07-12;Standard Class;JE-15715;Joe Elijah;Consumer;United States;Broomfield;Colorado;2119-01-31;West;OFF-BI-10001634;Office Supplies;Binders;Wilson Jones Active Use Binders;1900-01-08;1900-01-04;1900-01-00;###############################################################################################################################################################################################################################################################
1905-04-24;CA-2017-112109;2017-07-08;2017-07-12;Standard Class;JE-15715;Joe Elijah;Consumer;United States;Broomfield;Colorado;2119-01-31;West;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;1901-10-23;1900-01-03;1900-01-00;1900-03-14
1905-04-25;CA-2018-144064;2018-08-29;2018-09-01;First Class;CP-12085;Cathy Prescott;Corporate;United States;Quincy;Illinois;2070-07-27;Central;OFF-LA-10004544;Office Supplies;Labels;Avery 505;1900-02-16;1900-01-04;1900-01-00;1900-01-17
1905-04-26;CA-2018-144064;2018-08-29;2018-09-01;First Class;CP-12085;Cathy Prescott;Corporate;United States;Quincy;Illinois;2070-07-27;Central;OFF-ST-10004507;Office Supplies;Storage;Advantus Rolling Storage Box;1900-01-27;1900-01-02;1900-01-00;1900-01-02
1905-04-27;CA-2018-144064;2018-08-29;2018-09-01;First Class;CP-12085;Cathy Prescott;Corporate;United States;Quincy;Illinois;2070-07-27;Central;OFF-BI-10002012;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters;1900-01-03;1900-01-09;1900-01-00;###############################################################################################################################################################################################################################################################
1905-04-28;CA-2017-108581;2017-06-20;2017-06-26;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Carrollton;Texas;2105-05-11;Central;TEC-AC-10001109;Technology;Accessories;Logitech Trackman Marble Mouse;1900-04-04;1900-01-04;1900-01-00;1900-01-26
1905-04-29;CA-2017-108581;2017-06-20;2017-06-26;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Carrollton;Texas;2105-05-11;Central;OFF-PA-10000809;Office Supplies;Paper;Xerox 206;1900-01-10;1900-01-02;1900-01-00;1900-01-03
1905-04-30;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;OFF-AR-10000658;Office Supplies;Art;Newell 324;1900-01-23;1900-01-02;1900-01-00;1900-01-06
1905-05-01;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;FUR-FU-10001196;Furniture;Furnishings;DAX Cubicle Frames - 8x10;1900-01-11;1900-01-02;1900-01-00;1900-01-03
1905-05-02;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;FUR-TA-10001889;Furniture;Tables;Bush Advantage Collection Racetrack Conference Table;1900-09-10;1900-01-01;1900-01-00;###############################################################################################################################################################################################################################################################
1905-05-03;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;OFF-AP-10000358;Office Supplies;Appliances;Fellowes Basic Home/Office Series Surge Protectors;1900-01-12;1900-01-01;1900-01-00;1900-01-03
1905-05-04;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;OFF-BI-10004970;Office Supplies;Binders;"ACCOHIDE 3-Ring Binder, Blue, 1""";1900-01-26;1900-01-08;1900-01-00;1900-01-08
1905-05-05;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;TEC-PH-10003885;Technology;Phones;Cisco SPA508G;1900-07-15;1900-01-03;1900-01-00;1900-02-26
1905-05-06;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;OFF-LA-10001641;Office Supplies;Labels;Avery 518;1900-01-18;1900-01-06;1900-01-00;1900-01-09
1905-05-07;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;FUR-CH-10003379;Furniture;Chairs;Global Commerce Series High-Back Swivel/Tilt Chairs;1903-07-05;1900-01-05;1900-01-00;1900-07-31
1905-05-08;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;OFF-AR-10004582;Office Supplies;Art;BIC Brite Liner Grip Highlighters;1900-01-04;1900-01-03;1900-01-00;1900-01-02
1905-05-09;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;TEC-AC-10002842;Technology;Accessories;WD My Passport Ultra 2TB Portable External Hard Drive;1900-08-25;1900-01-02;1900-01-00;1900-02-07
1905-05-10;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;TEC-AC-10000109;Technology;Accessories;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;1900-06-15;1900-01-03;1900-01-00;1900-02-09
1905-05-11;CA-2018-157987;2018-09-02;2018-09-06;Standard Class;AC-10615;Ann Chong;Corporate;United States;New York City;New York;1927-05-27;East;OFF-PA-10003893;Office Supplies;Paper;Xerox 1962;1900-01-17;1900-01-04;1900-01-00;1900-01-07
1905-05-12;CA-2018-110905;2018-09-10;2018-09-15;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;2080-03-02;Central;OFF-BI-10003669;Office Supplies;Binders;3M Organizer Strips;1900-01-16;1900-01-03;1900-01-00;1900-01-07
1905-05-13;CA-2018-110905;2018-09-10;2018-09-15;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;2080-03-02;Central;OFF-AP-10004785;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;1900-02-02;1900-01-03;1900-01-00;1900-01-14
1905-05-14;CA-2018-110905;2018-09-10;2018-09-15;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;2080-03-02;Central;TEC-AC-10003023;Technology;Accessories;Logitech G105 Gaming Keyboard;1900-10-22;1900-01-05;1900-01-00;1900-02-22
1905-05-15;CA-2018-110905;2018-09-10;2018-09-15;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;2080-03-02;Central;TEC-AC-10002217;Technology;Accessories;Imation Clip USB flash drive - 8 GB;1900-04-21;1900-01-06;1900-01-00;1900-01-06
1905-05-16;CA-2018-110905;2018-09-10;2018-09-15;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;2080-03-02;Central;OFF-BI-10002954;Office Supplies;Binders;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;1900-01-13;1900-01-03;1900-01-00;1900-01-06
1905-05-17;CA-2018-110905;2018-09-10;2018-09-15;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;2080-03-02;Central;OFF-PA-10002586;Office Supplies;Paper;Xerox 1970;1900-01-24;1900-01-05;1900-01-00;1900-01-11
1905-05-18;CA-2018-110905;2018-09-10;2018-09-15;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;2080-03-02;Central;OFF-ST-10000025;Office Supplies;Storage;Fellowes Stor/Drawer Steel Plus Storage Drawers;1900-10-12;1900-01-03;1900-01-00;1900-01-17
1905-05-19;CA-2018-110905;2018-09-10;2018-09-15;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;2080-03-02;Central;OFF-AP-10003281;Office Supplies;Appliances;Acco 6 Outlet Guardian Standard Surge Suppressor;1900-01-24;1900-01-02;1900-01-00;1900-01-07
1905-05-20;CA-2018-165841;2018-12-21;2018-12-28;Standard Class;DB-13210;Dean Braden;Consumer;United States;Paterson;New Jersey;1920-07-14;East;TEC-PH-10002103;Technology;Phones;Jabra SPEAK 410;1900-10-07;1900-01-03;1900-01-00;1900-03-18
1905-05-21;CA-2018-165841;2018-12-21;2018-12-28;Standard Class;DB-13210;Dean Braden;Consumer;United States;Paterson;New Jersey;1920-07-14;East;OFF-SU-10000898;Office Supplies;Supplies;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";1900-03-09;1900-01-05;1900-01-00;1900-01-20
1905-05-22;CA-2018-165841;2018-12-21;2018-12-28;Standard Class;DB-13210;Dean Braden;Consumer;United States;Paterson;New Jersey;1920-07-14;East;OFF-PA-10001144;Office Supplies;Paper;Xerox 1913;1900-06-14;1900-01-03;1900-01-00;1900-03-19
1905-05-23;CA-2018-117485;2018-09-23;2018-09-29;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Tulsa;Oklahoma;2102-12-19;Central;TEC-AC-10004659;Technology;Accessories;"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";1900-10-17;1900-01-04;1900-01-00;1900-04-11
1905-05-24;CA-2018-140242;2018-05-06;2018-05-11;Standard Class;ML-17755;Max Ludwig;Home Office;United States;Chicago;Illinois;2065-12-22;Central;OFF-AR-10004752;Office Supplies;Art;Blackstonian Pencils;1900-01-06;1900-01-03;1900-01-00;1900-01-00
1905-05-25;CA-2018-140242;2018-05-06;2018-05-11;Standard Class;ML-17755;Max Ludwig;Home Office;United States;Chicago;Illinois;2065-12-22;Central;TEC-AC-10004659;Technology;Accessories;"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";1901-02-11;1900-01-07;1900-01-00;1900-03-16
1905-05-26;CA-2015-148950;2015-12-14;2015-12-19;Standard Class;JD-16015;Joy Daniels;Consumer;United States;Chicago;Illinois;2065-12-09;Central;OFF-BI-10001249;Office Supplies;Binders;Avery Heavy-Duty EZD View Binder with Locking Rings;1900-01-05;1900-01-04;1900-01-00;###############################################################################################################################################################################################################################################################
1905-05-27;CA-2015-148950;2015-12-14;2015-12-19;Standard Class;JD-16015;Joy Daniels;Consumer;United States;Chicago;Illinois;2065-12-09;Central;OFF-FA-10003059;Office Supplies;Fasteners;Assorted Color Push Pins;1900-01-02;1900-01-02;1900-01-00;1900-01-00
1905-05-28;CA-2015-148950;2015-12-14;2015-12-19;Standard Class;JD-16015;Joy Daniels;Consumer;United States;Chicago;Illinois;2065-12-09;Central;TEC-AC-10002718;Technology;Accessories;Belkin Standard 104 key USB Keyboard;1900-02-04;1900-01-03;1900-01-00;###############################################################################################################################################################################################################################################################
1905-05-29;CA-2015-110408;2015-10-18;2015-10-20;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;1998-11-17;South;OFF-ST-10001522;Office Supplies;Storage;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;1900-10-01;1900-01-03;1900-01-00;1900-01-11
1905-05-30;CA-2015-110408;2015-10-18;2015-10-20;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;1998-11-17;South;TEC-PH-10002352;Technology;Phones;Avaya IP Phone 1140E VoIP phone;1903-10-25;1900-01-05;1900-01-00;1900-12-27
1905-05-31;CA-2015-110408;2015-10-18;2015-10-20;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;1998-11-17;South;FUR-CH-10003774;Furniture;Chairs;Global Wood Trimmed Manager's Task Chair, Khaki;1901-06-28;1900-01-06;1900-01-00;1900-03-10
1905-06-01;CA-2016-109939;2016-05-08;2016-05-12;Standard Class;AA-10375;Allen Armold;Consumer;United States;Salem;Oregon;2166-05-25;West;OFF-AR-10000127;Office Supplies;Art;Newell 321;1900-01-05;1900-01-02;1900-01-00;1900-01-00
1905-06-02;CA-2017-112669;2017-04-14;2017-04-14;Same Day;KT-16465;Kean Takahito;Consumer;United States;Glendale;Arizona;2133-07-17;West;FUR-CH-10004086;Furniture;Chairs;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;1902-07-21;1900-01-04;1900-01-00;1900-04-14
1905-06-03;CA-2017-112669;2017-04-14;2017-04-14;Same Day;KT-16465;Kean Takahito;Consumer;United States;Glendale;Arizona;2133-07-17;West;OFF-ST-10001228;Office Supplies;Storage;Fellowes Personal Hanging Folder Files, Navy;1900-02-11;1900-01-04;1900-01-00;1900-01-04
1905-06-04;CA-2016-119592;2016-12-14;2016-12-16;Second Class;MM-18280;Muhammed MacIntyre;Corporate;United States;Columbus;Georgia;1987-05-10;South;OFF-BI-10004187;Office Supplies;Binders;3-ring staple pack;1900-01-03;1900-01-02;1900-01-00;1900-01-01
1905-06-05;CA-2015-122749;2015-12-03;2015-12-09;Standard Class;NG-18430;Nathan Gelder;Consumer;United States;Oklahoma City;Oklahoma;2100-03-11;Central;TEC-PH-10003811;Technology;Phones;Jabra Supreme Plus Driver Edition Headset;1901-04-23;1900-01-04;1900-01-00;1900-05-13
1905-06-06;CA-2015-164721;2015-11-25;2015-11-27;Second Class;LW-16825;Laurel Workman;Corporate;United States;Brentwood;California;2158-10-06;West;OFF-AP-10000240;Office Supplies;Appliances;Belkin F9G930V10-GRY 9 Outlet Surge;1900-11-15;1900-01-06;1900-01-00;1900-04-02
1905-06-07;CA-2015-164721;2015-11-25;2015-11-27;Second Class;LW-16825;Laurel Workman;Corporate;United States;Brentwood;California;2158-10-06;West;FUR-FU-10001940;Furniture;Furnishings;Staple-based wall hangings;1900-01-23;1900-01-03;1900-01-00;1900-01-10
1905-06-08;CA-2015-164721;2015-11-25;2015-11-27;Second Class;LW-16825;Laurel Workman;Corporate;United States;Brentwood;California;2158-10-06;West;OFF-PA-10000575;Office Supplies;Paper;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;1900-01-26;1900-01-04;1900-01-00;1900-01-12
1905-06-09;CA-2017-147417;2017-07-25;2017-07-27;First Class;CB-12415;Christy Brittain;Consumer;United States;Columbus;Ohio;2018-05-09;East;TEC-CO-10001449;Technology;Copiers;Hewlett Packard LaserJet 3310 Copier;1903-12-09;1900-01-04;1900-01-00;1900-07-09
1905-06-10;CA-2016-127509;2016-11-09;2016-11-13;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;2080-03-02;Central;OFF-BI-10002393;Office Supplies;Binders;Binder Posts;1900-01-17;1900-01-03;1900-01-00;1900-01-07
1905-06-11;CA-2016-127509;2016-11-09;2016-11-13;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;2080-03-02;Central;FUR-TA-10002855;Furniture;Tables;Bevis Round Conference Table Top & Single Column Base;1902-10-20;1900-01-07;1900-01-00;1900-08-02
1905-06-12;CA-2016-127509;2016-11-09;2016-11-13;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;2080-03-02;Central;OFF-EN-10000781;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";1900-01-26;1900-01-03;1900-01-00;1900-01-12
1905-06-13;CA-2016-127509;2016-11-09;2016-11-13;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;2080-03-02;Central;OFF-PA-10002160;Office Supplies;Paper;Xerox 1978;1900-01-17;1900-01-03;1900-01-00;1900-01-08
1905-06-14;CA-2018-111374;2018-02-24;2018-02-28;Standard Class;CB-12415;Christy Brittain;Consumer;United States;Philadelphia;Pennsylvania;1952-05-20;East;OFF-BI-10004970;Office Supplies;Binders;"ACCOHIDE 3-Ring Binder, Blue, 1""";1900-01-04;1900-01-04;1900-01-00;###############################################################################################################################################################################################################################################################
1905-06-15;CA-2018-133648;2018-06-25;2018-07-02;Standard Class;ML-17755;Max Ludwig;Home Office;United States;Springfield;Oregon;2166-11-17;West;OFF-LA-10003923;Office Supplies;Labels;Alphabetical Labels for Top Tab Filing;1900-03-11;1900-01-06;1900-01-00;1900-01-26
1905-06-16;CA-2018-133648;2018-06-25;2018-07-02;Standard Class;ML-17755;Max Ludwig;Home Office;United States;Springfield;Oregon;2166-11-17;West;OFF-AR-10002257;Office Supplies;Art;Eldon Spacemaker Box, Quick-Snap Lid, Clear;1900-01-05;1900-01-02;1900-01-00;1900-01-00
1905-06-17;CA-2018-133648;2018-06-25;2018-07-02;Standard Class;ML-17755;Max Ludwig;Home Office;United States;Springfield;Oregon;2166-11-17;West;OFF-FA-10004395;Office Supplies;Fasteners;Plymouth Boxed Rubber Bands by Plymouth;1900-01-11;1900-01-03;1900-01-00;###############################################################################################################################################################################################################################################################
1905-06-18;US-2018-147221;2018-12-02;2018-12-04;Second Class;JS-16030;Joy Smith;Consumer;United States;Houston;Texas;2110-11-30;Central;OFF-AP-10002534;Office Supplies;Appliances;3.6 Cubic Foot Counter Height Office Refrigerator;1900-10-20;1900-01-05;1900-01-00;###############################################################################################################################################################################################################################################################
1905-06-19;US-2018-147221;2018-12-02;2018-12-04;Second Class;JS-16030;Joy Smith;Consumer;United States;Houston;Texas;2110-11-30;Central;FUR-FU-10004020;Furniture;Furnishings;Advantus Panel Wall Acrylic Frame;1900-01-08;1900-01-04;1900-01-00;###############################################################################################################################################################################################################################################################
1905-06-20;CA-2015-131905;2015-02-06;2015-02-09;First Class;ND-18460;Neil Ducich;Corporate;United States;Chesapeake;Virginia;1963-11-05;South;OFF-LA-10002787;Office Supplies;Labels;Avery 480;1900-01-15;1900-01-04;1900-01-00;1900-01-07
1905-06-21;CA-2015-131905;2015-02-06;2015-02-09;First Class;ND-18460;Neil Ducich;Corporate;United States;Chesapeake;Virginia;1963-11-05;South;TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;1900-06-09;1900-01-01;1900-01-00;1900-02-11
1905-06-22;CA-2015-131905;2015-02-06;2015-02-09;First Class;ND-18460;Neil Ducich;Corporate;United States;Chesapeake;Virginia;1963-11-05;South;TEC-PH-10001615;Technology;Phones;AT&T CL82213;1900-05-23;1900-01-05;1900-01-00;1900-02-11
1905-06-23;CA-2018-166128;2018-04-11;2018-04-18;Standard Class;LW-17215;Luke Weiss;Consumer;United States;Pasadena;California;2149-06-06;West;TEC-AC-10001767;Technology;Accessories;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;1900-07-17;1900-01-05;1900-01-00;1900-01-21
1905-06-24;CA-2018-166128;2018-04-11;2018-04-18;Standard Class;LW-17215;Luke Weiss;Consumer;United States;Pasadena;California;2149-06-06;West;OFF-AR-10001221;Office Supplies;Art;Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color;1900-02-10;1900-01-07;1900-01-00;1900-01-14
1905-06-25;CA-2018-163510;2018-12-25;2018-12-28;Second Class;JW-15955;Joni Wasserman;Consumer;United States;Louisville;Kentucky;2010-02-05;South;OFF-ST-10000563;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;1900-04-04;1900-01-03;1900-01-00;1900-01-09
1905-06-26;CA-2018-163510;2018-12-25;2018-12-28;Second Class;JW-15955;Joni Wasserman;Consumer;United States;Louisville;Kentucky;2010-02-05;South;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;1900-10-30;1900-01-05;1900-01-00;1900-03-16
1905-06-27;US-2018-143028;2018-04-11;2018-04-18;Standard Class;SC-20050;Sample Company A;Home Office;United States;Lubbock;Texas;2117-06-14;Central;OFF-BI-10004738;Office Supplies;Binders;Flexible Leather- Look Classic Collection Ring Binder;1900-01-11;1900-01-03;1900-01-00;###############################################################################################################################################################################################################################################################
1905-06-28;CA-2015-111150;2015-12-31;2016-01-04;Standard Class;RW-19630;Rob Williams;Corporate;United States;Columbia;Missouri;2078-07-07;Central;OFF-AR-10000034;Office Supplies;Art;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;1900-01-29;1900-01-07;1900-01-00;1900-01-11
1905-06-29;CA-2015-111150;2015-12-31;2016-01-04;Standard Class;RW-19630;Rob Williams;Corporate;United States;Columbia;Missouri;2078-07-07;Central;TEC-AC-10000290;Technology;Accessories;Sabrent 4-Port USB 2.0 Hub;1900-02-16;1900-01-07;1900-01-00;1900-01-16
1905-06-30;CA-2018-165386;2018-08-03;2018-08-04;First Class;CM-12190;Charlotte Melton;Consumer;United States;Chicago;Illinois;2065-12-22;Central;FUR-BO-10003034;Furniture;Bookcases;O'Sullivan Elevations Bookcase, Cherry Finish;1900-07-01;1900-01-02;1900-01-00;###############################################################################################################################################################################################################################################################
1905-07-01;CA-2015-116407;2015-11-15;2015-11-21;Standard Class;JF-15190;Jamie Frazer;Consumer;United States;Johnson City;Tennessee;2002-12-14;South;OFF-AR-10001315;Office Supplies;Art;Newell 310;1900-01-04;1900-01-03;1900-01-00;1900-01-00
1905-07-02;CA-2015-116407;2015-11-15;2015-11-21;Standard Class;JF-15190;Jamie Frazer;Consumer;United States;Johnson City;Tennessee;2002-12-14;South;OFF-AP-10002118;Office Supplies;Appliances;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";1900-11-28;1900-01-02;1900-01-00;1900-01-29
1905-07-03;CA-2015-116407;2015-11-15;2015-11-21;Standard Class;JF-15190;Jamie Frazer;Consumer;United States;Johnson City;Tennessee;2002-12-14;South;OFF-PA-10002137;Office Supplies;Paper;Southworth 100% Résumé Paper, 24lb.;1900-01-24;1900-01-04;1900-01-00;1900-01-07
1905-07-04;CA-2016-155761;2016-12-11;2016-12-11;Same Day;SC-20800;Stuart Calhoun;Consumer;United States;Houston;Texas;2110-12-05;Central;TEC-AC-10001606;Technology;Accessories;Logitech Wireless Performance Mouse MX for PC and Mac;1900-06-07;1900-01-02;1900-01-00;1900-02-04
1905-07-05;CA-2016-155761;2016-12-11;2016-12-11;Same Day;SC-20800;Stuart Calhoun;Consumer;United States;Houston;Texas;2110-12-05;Central;OFF-ST-10000943;Office Supplies;Storage;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;1900-02-15;1900-01-03;1900-01-00;1900-01-04
1905-07-06;CA-2017-145905;2017-09-18;2017-09-23;Standard Class;AM-10705;Anne McFarland;Consumer;United States;Auburn;Alabama;2000-10-31;South;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;1900-12-15;1900-01-01;1900-01-00;1900-03-24
1905-07-07;CA-2017-145905;2017-09-18;2017-09-23;Standard Class;AM-10705;Anne McFarland;Consumer;United States;Auburn;Alabama;2000-10-31;South;OFF-PA-10000533;Office Supplies;Paper;Southworth Parchment Paper & Envelopes;1900-01-13;1900-01-02;1900-01-00;1900-01-06
1905-07-08;CA-2017-145905;2017-09-18;2017-09-23;Standard Class;AM-10705;Anne McFarland;Consumer;United States;Auburn;Alabama;2000-10-31;South;OFF-ST-10003716;Office Supplies;Storage;Tennsco Double-Tier Lockers;1902-06-18;1900-01-04;1900-01-00;1900-04-26
1905-07-09;CA-2016-113110;2016-03-19;2016-03-23;Standard Class;BK-11260;Berenike Kampe;Consumer;United States;San Bernardino;California;2152-12-27;West;OFF-BI-10000088;Office Supplies;Binders;GBC Imprintable Covers;1900-01-17;1900-01-02;1900-01-00;1900-01-06
1905-07-10;CA-2016-113110;2016-03-19;2016-03-23;Standard Class;BK-11260;Berenike Kampe;Consumer;United States;San Bernardino;California;2152-12-27;West;OFF-LA-10000240;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;1900-01-14;1900-01-02;1900-01-00;1900-01-06
1905-07-11;CA-2016-113110;2016-03-19;2016-03-23;Standard Class;BK-11260;Berenike Kampe;Consumer;United States;San Bernardino;California;2152-12-27;West;OFF-SU-10001165;Office Supplies;Supplies;Acme Elite Stainless Steel Scissors;1900-02-02;1900-01-04;1900-01-00;1900-01-08
1905-07-12;CA-2016-113110;2016-03-19;2016-03-23;Standard Class;BK-11260;Berenike Kampe;Consumer;United States;San Bernardino;California;2152-12-27;West;OFF-PA-10002749;Office Supplies;Paper;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;1900-02-09;1900-01-06;1900-01-00;1900-01-19
1905-07-13;CA-2017-168354;2017-09-19;2017-09-21;First Class;RH-19510;Rick Huthwaite;Home Office;United States;Providence;Rhode Island;1907-12-17;East;OFF-ST-10001490;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;1904-05-24;1900-01-09;1900-01-00;1901-04-25
